PurchaseOrderID,PODate,SupplierID,ProductID,Quantity,UnitCost,Status,ExpectedDeliveryDate
PO0003998,2025-07-18,SUP009,SKU0093,4121,68.69,Received,2025-08-08
PO0003999,2024-02-07,SUP002,SKU0056,3580,189.99,In Transit,2024-03-20
PO0004000,2023-09-03,SUP007,SKU0060,3243,410.29,Received,2023-09-16
PO0004001,2023-03-13,SUP013,SKU0022,2599,417.38,In Transit,2023-04-23
PO0004002,2025-10-28,SUP049,SKU0069,4382,240.32,In Transit,2025-11-22
PO0004003,2025-10-07,SUP014,SKU0051,4592,302.91,Delayed,2025-11-13
PO0004004,2025-01-05,SUP033,SKU0088,1922,293.52,Ordered,2025-01-22
PO0004005,2025-04-08,SUP019,SKU0118,3990,393.54,Received,2025-04-13
PO0004006,2023-07-13,SUP015,SKU0031,169,105.38,In Transit,2023-08-23
PO0004007,2023-08-19,SUP023,SKU0065,1681,319.38,Delayed,2023-09-19
PO0004008,2025-05-08,SUP002,SKU0085,1626,595.34,Received,2025-06-19
PO0004009,2023-09-30,SUP023,SKU0074,2266,472.69,Approved,2023-10-31
PO0004010,2024-06-20,SUP005,SKU0039,1495,55.54,Ordered,2024-08-03
PO0004011,2023-06-24,SUP040,SKU0031,385,107.84,Received,2023-07-02
PO0004012,2025-07-11,SUP030,SKU0079,1197,13.25,Received,2025-08-03
PO0004013,2023-05-16,SUP002,SKU0040,563,73.83,Received,2023-06-27
PO0004014,2024-07-11,SUP007,SKU0120,4728,225.54,Received,2024-07-24
PO0004015,2025-01-30,SUP050,SKU0116,2067,148.69,Delayed,2025-02-18
PO0004016,2023-06-04,SUP004,SKU0024,4054,437.9,Received,2023-06-14
PO0004017,2023-07-22,SUP041,SKU0059,1283,543.22,Received,2023-08-01
PO0004018,2025-08-11,SUP002,SKU0024,4911,439.21,In Transit,2025-09-22
PO0004019,2025-08-30,SUP010,SKU0043,3293,148.81,In Transit,2025-09-21
PO0004020,2025-04-13,SUP014,SKU0014,1601,333.86,Approved,2025-05-20
PO0004021,2025-10-12,SUP020,SKU0002,1280,169.06,Approved,2025-11-09
PO0004022,2024-06-26,SUP045,SKU0083,1852,359.97,Approved,2024-07-09
PO0004023,2023-08-09,SUP035,SKU0111,522,303.79,Received,2023-09-09
PO0004024,2025-02-22,SUP034,SKU0044,3635,475.91,Received,2025-03-14
PO0004025,2024-03-16,SUP004,SKU0077,3990,283.63,In Transit,2024-03-26
PO0004026,2025-03-28,SUP029,SKU0090,1491,242.97,Ordered,2025-05-01
PO0004027,2023-03-13,SUP003,SKU0085,4970,570.59,Ordered,2023-04-14
PO0004028,2025-03-11,SUP027,SKU0106,1210,445.35,Received,2025-03-20
PO0004029,2024-02-07,SUP027,SKU0096,4554,421.69,Approved,2024-02-16
PO0004030,2024-11-25,SUP030,SKU0047,3997,371.64,Approved,2024-12-18
PO0004031,2023-05-03,SUP007,SKU0011,4154,247.45,Received,2023-05-16
PO0004032,2023-01-26,SUP002,SKU0092,3879,139.44,Received,2023-03-09
PO0004033,2023-07-03,SUP013,SKU0058,383,179.07,Ordered,2023-08-13
PO0004034,2023-11-25,SUP006,SKU0088,994,263.9,Received,2023-12-11
PO0004035,2023-03-26,SUP048,SKU0028,4272,176.35,Approved,2023-04-20
PO0004036,2025-03-09,SUP032,SKU0038,1267,199.34,Approved,2025-04-20
PO0004037,2024-06-03,SUP021,SKU0040,2388,74.34,Approved,2024-06-19
PO0004038,2025-10-12,SUP008,SKU0011,4765,243.48,Approved,2025-11-08
PO0004039,2025-08-28,SUP001,SKU0084,3825,378.46,Ordered,2025-09-11
PO0004040,2025-04-13,SUP004,SKU0001,1285,348.31,Received,2025-04-23
PO0004041,2024-08-23,SUP009,SKU0102,1604,457.64,Approved,2024-09-13
PO0004042,2025-03-24,SUP001,SKU0099,1280,478.28,Ordered,2025-04-07
PO0004043,2024-07-06,SUP049,SKU0040,774,65.81,Delayed,2024-07-31
PO0004044,2023-02-04,SUP038,SKU0096,2324,398.6,Received,2023-02-28
PO0004045,2025-08-29,SUP012,SKU0118,3178,406.85,Ordered,2025-09-20
PO0004046,2024-01-10,SUP027,SKU0071,2992,139.43,Ordered,2024-01-19
PO0004047,2023-09-25,SUP031,SKU0055,3450,150.82,Received,2023-11-08
PO0004048,2024-09-06,SUP047,SKU0099,4664,446.85,Delayed,2024-09-19
PO0004049,2023-10-02,SUP018,SKU0052,2925,18.24,Received,2023-10-07
PO0004050,2024-12-19,SUP008,SKU0003,3231,37.78,Approved,2025-01-15
PO0004051,2023-08-06,SUP037,SKU0011,1004,251.43,In Transit,2023-08-11
PO0004052,2023-07-06,SUP011,SKU0035,3621,191.79,Received,2023-07-12
PO0004053,2024-08-07,SUP047,SKU0042,4489,16.15,Received,2024-08-20
PO0004054,2025-09-07,SUP036,SKU0011,3605,276.03,In Transit,2025-10-04
PO0004055,2025-05-12,SUP009,SKU0090,1852,264.7,Approved,2025-06-02
PO0004056,2023-01-20,SUP033,SKU0086,4405,89.66,Received,2023-02-06
PO0004057,2024-06-14,SUP002,SKU0055,4287,172.9,Received,2024-07-26
PO0004058,2023-07-01,SUP037,SKU0020,997,429.93,Received,2023-07-06
PO0004059,2024-08-20,SUP040,SKU0006,4746,318.2,Received,2024-08-28
PO0004060,2024-09-07,SUP003,SKU0009,512,164.81,Delayed,2024-10-09
PO0004061,2025-12-19,SUP050,SKU0103,1751,224.71,Delayed,2026-01-07
PO0004062,2023-09-19,SUP013,SKU0071,2770,158.65,Received,2023-10-30
PO0004063,2024-07-04,SUP033,SKU0101,3680,462.06,Approved,2024-07-21
PO0004064,2025-10-29,SUP011,SKU0098,1060,207.75,In Transit,2025-11-04
PO0004065,2025-04-20,SUP021,SKU0036,2347,419.37,Ordered,2025-05-06
PO0004066,2023-01-20,SUP011,SKU0060,640,422.49,Ordered,2023-01-26
PO0004067,2025-10-03,SUP044,SKU0018,1315,554.04,Received,2025-10-13
PO0004068,2024-11-04,SUP001,SKU0034,1805,423.08,Approved,2024-11-18
PO0004069,2023-05-05,SUP002,SKU0004,248,495.75,Received,2023-06-16
PO0004070,2024-05-24,SUP019,SKU0087,3403,534.38,In Transit,2024-05-29
PO0004071,2023-08-16,SUP040,SKU0116,139,125.39,In Transit,2023-08-24
PO0004072,2023-07-04,SUP008,SKU0076,2165,212.44,Approved,2023-07-31
PO0004073,2023-02-17,SUP038,SKU0056,856,174.89,Delayed,2023-03-13
PO0004074,2023-11-08,SUP016,SKU0022,1237,397.33,Ordered,2023-11-29
PO0004075,2025-07-24,SUP048,SKU0116,4867,144.04,In Transit,2025-08-18
PO0004076,2025-07-30,SUP048,SKU0088,466,274.22,In Transit,2025-08-24
PO0004077,2024-11-20,SUP020,SKU0007,4550,359.19,Approved,2024-12-18
PO0004078,2025-05-20,SUP031,SKU0011,2213,255.02,Approved,2025-07-03
PO0004079,2023-04-14,SUP002,SKU0013,4988,286.05,In Transit,2023-05-26
PO0004080,2025-11-20,SUP018,SKU0034,1895,381.88,Approved,2025-11-25
PO0004081,2023-07-18,SUP047,SKU0102,2101,513.43,Approved,2023-07-31
PO0004082,2023-07-16,SUP034,SKU0090,797,256.95,Delayed,2023-08-05
PO0004083,2025-01-26,SUP045,SKU0080,2222,431.15,Ordered,2025-02-08
PO0004084,2024-09-24,SUP010,SKU0112,248,241.35,Received,2024-10-16
PO0004085,2023-01-25,SUP005,SKU0063,3073,379.09,Ordered,2023-03-10
PO0004086,2024-07-22,SUP027,SKU0118,3467,360.18,Received,2024-07-31
PO0004087,2025-02-07,SUP037,SKU0014,4992,339.06,In Transit,2025-02-12
PO0004088,2024-07-13,SUP026,SKU0082,3638,97.68,Delayed,2024-08-20
PO0004089,2023-04-20,SUP007,SKU0119,579,449.37,Received,2023-05-03
PO0004090,2023-02-02,SUP009,SKU0064,4516,98.41,Delayed,2023-02-23
PO0004091,2025-11-04,SUP010,SKU0029,1228,305.4,In Transit,2025-11-26
PO0004092,2025-07-03,SUP039,SKU0045,2467,391.36,Ordered,2025-07-23
PO0004093,2025-03-11,SUP010,SKU0039,375,52.11,In Transit,2025-04-02
PO0004094,2023-05-24,SUP032,SKU0022,2246,397.59,Ordered,2023-07-05
PO0004095,2025-08-15,SUP015,SKU0027,3036,270.72,Ordered,2025-09-25
PO0004096,2025-04-22,SUP020,SKU0045,1408,390.13,Ordered,2025-05-20
PO0004097,2024-12-06,SUP030,SKU0017,242,529.84,Approved,2024-12-29
PO0004098,2023-11-23,SUP040,SKU0076,875,252.61,In Transit,2023-12-01
PO0004099,2023-10-13,SUP036,SKU0065,2819,293.54,Approved,2023-11-09
PO0004100,2025-05-07,SUP005,SKU0084,1547,420.59,Received,2025-06-20
PO0004101,2024-12-09,SUP037,SKU0010,246,33.08,Received,2024-12-14
PO0004102,2023-08-23,SUP003,SKU0079,598,14.6,Ordered,2023-09-24
PO0004103,2024-03-24,SUP004,SKU0005,2266,407.88,Approved,2024-04-03
PO0004104,2023-04-21,SUP006,SKU0115,1146,202.21,In Transit,2023-05-07
PO0004105,2023-10-21,SUP030,SKU0020,809,383.97,Delayed,2023-11-13
PO0004106,2023-12-26,SUP013,SKU0022,1141,388.31,Delayed,2024-02-05
PO0004107,2025-05-24,SUP005,SKU0051,2974,279.73,Approved,2025-07-07
PO0004108,2024-06-25,SUP035,SKU0081,3165,271.67,Delayed,2024-07-26
PO0004109,2025-05-29,SUP028,SKU0063,2763,380.78,Delayed,2025-06-22
PO0004110,2024-06-13,SUP020,SKU0118,3227,415.47,Received,2024-07-11
PO0004111,2023-12-30,SUP010,SKU0117,3702,317.15,Ordered,2024-01-21
PO0004112,2024-09-06,SUP025,SKU0074,306,411.86,Approved,2024-10-13
PO0004113,2024-11-12,SUP016,SKU0079,156,14.31,Delayed,2024-12-03
PO0004114,2024-02-24,SUP047,SKU0011,2632,260.41,Ordered,2024-03-08
PO0004115,2024-06-15,SUP016,SKU0003,2964,42.12,Received,2024-07-06
PO0004116,2023-06-20,SUP032,SKU0065,3457,320.78,Ordered,2023-08-01
PO0004117,2024-10-12,SUP049,SKU0027,931,276.64,Ordered,2024-11-06
PO0004118,2025-07-28,SUP043,SKU0073,1601,96.47,Approved,2025-08-25
PO0004119,2025-11-09,SUP026,SKU0060,3526,399.88,Received,2025-12-17
PO0004120,2024-12-20,SUP045,SKU0051,3378,332.34,Ordered,2025-01-02
PO0004121,2024-07-19,SUP005,SKU0115,3720,215.09,Received,2024-09-01
PO0004122,2025-06-24,SUP033,SKU0047,2308,385.12,Received,2025-07-11
PO0004123,2025-08-27,SUP030,SKU0094,759,257.95,In Transit,2025-09-19
PO0004124,2023-05-04,SUP041,SKU0119,1801,432.56,Approved,2023-05-14
PO0004125,2025-04-25,SUP007,SKU0100,4280,324.71,In Transit,2025-05-08
PO0004126,2025-09-16,SUP020,SKU0029,1292,274.16,Received,2025-10-14
PO0004127,2024-07-10,SUP014,SKU0090,2619,242.84,Delayed,2024-08-16
PO0004128,2025-05-08,SUP048,SKU0110,3199,377.59,Approved,2025-06-02
PO0004129,2023-11-05,SUP006,SKU0053,2854,534.34,Received,2023-11-21
PO0004130,2024-06-01,SUP039,SKU0063,3018,375.88,Received,2024-06-21
PO0004131,2023-12-19,SUP002,SKU0050,3374,557.03,Received,2024-01-30
PO0004132,2024-08-02,SUP042,SKU0031,820,108.71,Approved,2024-09-09
PO0004133,2025-10-06,SUP050,SKU0049,1702,313.52,Approved,2025-10-25
PO0004134,2025-12-23,SUP010,SKU0120,3897,227.17,Delayed,2026-01-14
PO0004135,2025-05-28,SUP015,SKU0043,2612,128.25,Delayed,2025-07-08
PO0004136,2024-08-11,SUP033,SKU0108,4218,438.41,Delayed,2024-08-28
PO0004137,2023-05-13,SUP034,SKU0050,4333,515.72,Received,2023-06-02
PO0004138,2023-02-17,SUP026,SKU0053,3419,480.72,Approved,2023-03-27
PO0004139,2024-12-12,SUP007,SKU0065,925,349.98,Ordered,2024-12-25
PO0004140,2023-07-06,SUP011,SKU0052,3139,16.47,Delayed,2023-07-12
PO0004141,2024-07-25,SUP006,SKU0087,1627,512.12,Approved,2024-08-10
PO0004142,2023-08-31,SUP046,SKU0082,3388,89.95,In Transit,2023-10-11
PO0004143,2025-12-17,SUP028,SKU0072,134,18.37,Ordered,2026-01-10
PO0004144,2025-10-14,SUP010,SKU0009,923,175.23,Delayed,2025-11-05
PO0004145,2025-10-31,SUP025,SKU0120,533,262.49,Ordered,2025-12-07
PO0004146,2023-12-01,SUP004,SKU0080,1751,411.09,Received,2023-12-11
PO0004147,2023-04-12,SUP006,SKU0106,832,517.21,Approved,2023-04-28
PO0004148,2023-01-28,SUP014,SKU0095,2539,207.98,Received,2023-03-06
PO0004149,2023-08-28,SUP016,SKU0046,976,97.13,Received,2023-09-18
PO0004150,2023-07-22,SUP038,SKU0052,3922,18.02,In Transit,2023-08-15
PO0004151,2025-04-29,SUP003,SKU0026,959,238.38,Received,2025-05-31
PO0004152,2023-11-15,SUP049,SKU0053,3006,523.55,In Transit,2023-12-10
PO0004153,2023-04-15,SUP047,SKU0104,4256,524.64,In Transit,2023-04-28
PO0004154,2024-08-06,SUP041,SKU0095,3922,204.24,Received,2024-08-16
PO0004155,2025-01-16,SUP001,SKU0060,1086,351.73,Received,2025-01-30
PO0004156,2024-11-28,SUP015,SKU0120,2866,240.61,Delayed,2025-01-08
PO0004157,2023-09-02,SUP002,SKU0063,3971,437.05,In Transit,2023-10-14
PO0004158,2025-12-18,SUP044,SKU0093,3734,74.63,Approved,2025-12-28
PO0004159,2025-08-23,SUP009,SKU0006,3933,350.37,Approved,2025-09-13
PO0004160,2024-04-09,SUP030,SKU0106,1017,530.65,Approved,2024-05-02
PO0004161,2025-05-23,SUP002,SKU0112,4626,267.14,Approved,2025-07-04
PO0004162,2025-08-20,SUP010,SKU0112,1163,277.62,Delayed,2025-09-11
PO0004163,2025-02-25,SUP017,SKU0103,4041,229.18,Approved,2025-03-09
PO0004164,2026-01-01,SUP013,SKU0051,4074,294.93,Ordered,2026-02-11
PO0004165,2023-03-24,SUP029,SKU0001,3534,330.95,Approved,2023-04-27
PO0004166,2023-01-15,SUP012,SKU0113,2449,487.83,Delayed,2023-02-06
PO0004167,2025-01-20,SUP023,SKU0030,3913,507.18,In Transit,2025-02-20
PO0004168,2023-03-06,SUP001,SKU0088,1490,288.98,Delayed,2023-03-20
PO0004169,2024-08-23,SUP013,SKU0028,1205,167.15,Received,2024-10-03
PO0004170,2024-01-17,SUP011,SKU0070,1095,157.01,Approved,2024-01-23
PO0004171,2025-02-26,SUP039,SKU0053,3232,510.19,Received,2025-03-18
PO0004172,2024-06-15,SUP026,SKU0042,3967,13.56,Received,2024-07-23
PO0004173,2024-12-31,SUP005,SKU0024,3679,429.94,Approved,2025-02-13
PO0004174,2024-05-18,SUP037,SKU0031,3087,107.28,Ordered,2024-05-23
PO0004175,2023-07-03,SUP021,SKU0032,549,435.9,Received,2023-07-19
PO0004176,2024-09-02,SUP010,SKU0109,3281,157.52,Received,2024-09-24
PO0004177,2023-01-20,SUP014,SKU0116,1718,135.43,Delayed,2023-02-26
PO0004178,2025-12-06,SUP050,SKU0063,2213,434.65,Ordered,2025-12-25
PO0004179,2024-07-31,SUP014,SKU0034,1021,411.71,Ordered,2024-09-06
PO0004180,2023-10-08,SUP019,SKU0070,4538,171.93,In Transit,2023-10-13
PO0004181,2023-05-16,SUP015,SKU0088,293,253.01,Approved,2023-06-26
PO0004182,2025-05-20,SUP039,SKU0100,711,359.24,Received,2025-06-09
PO0004183,2024-04-13,SUP003,SKU0081,1307,277.05,Approved,2024-05-15
PO0004184,2025-02-11,SUP031,SKU0027,3087,277.38,Delayed,2025-03-27
PO0004185,2025-03-05,SUP045,SKU0009,2482,164.83,Ordered,2025-03-18
PO0004186,2024-04-18,SUP043,SKU0015,2803,353.56,In Transit,2024-05-16
PO0004187,2023-07-05,SUP006,SKU0009,125,162.2,Approved,2023-07-21
PO0004188,2024-07-19,SUP032,SKU0024,3545,399.69,Ordered,2024-08-30
PO0004189,2025-10-01,SUP033,SKU0024,4894,444.0,Approved,2025-10-18
PO0004190,2024-10-17,SUP031,SKU0115,2121,201.82,Received,2024-11-30
PO0004191,2023-08-16,SUP009,SKU0024,4572,442.59,Received,2023-09-06
PO0004192,2025-10-06,SUP022,SKU0107,906,514.59,In Transit,2025-11-06
PO0004193,2025-02-01,SUP049,SKU0050,4710,539.53,Approved,2025-02-26
PO0004194,2024-11-30,SUP024,SKU0010,2226,32.16,Delayed,2024-12-09
PO0004195,2023-04-04,SUP049,SKU0118,3883,370.58,Delayed,2023-04-29
PO0004196,2025-02-24,SUP002,SKU0101,1357,464.51,Received,2025-04-07
PO0004197,2025-06-10,SUP049,SKU0026,3129,233.38,Received,2025-07-05
PO0004198,2025-08-05,SUP030,SKU0015,1257,338.92,Approved,2025-08-28
PO0004199,2025-06-23,SUP007,SKU0047,323,361.14,Approved,2025-07-06
PO0004200,2025-10-21,SUP030,SKU0001,1103,318.0,Received,2025-11-13
PO0004201,2025-09-11,SUP035,SKU0110,1983,372.61,Delayed,2025-10-12
PO0004202,2023-05-06,SUP014,SKU0036,900,424.05,Received,2023-06-12
PO0004203,2024-04-12,SUP034,SKU0062,230,281.07,Received,2024-05-02
PO0004204,2024-08-30,SUP005,SKU0103,2571,229.77,Received,2024-10-13
PO0004205,2025-07-29,SUP043,SKU0115,1583,195.09,Ordered,2025-08-26
PO0004206,2023-12-20,SUP022,SKU0070,2226,169.21,Received,2024-01-20
PO0004207,2025-12-17,SUP026,SKU0072,1308,18.61,Ordered,2026-01-24
PO0004208,2025-11-23,SUP020,SKU0039,474,51.26,Received,2025-12-21
PO0004209,2024-05-28,SUP009,SKU0018,184,510.58,Received,2024-06-18
PO0004210,2024-02-28,SUP010,SKU0039,4017,56.41,Delayed,2024-03-21
PO0004211,2024-02-27,SUP022,SKU0098,1805,229.86,Received,2024-03-29
PO0004212,2025-09-01,SUP027,SKU0033,1233,512.23,Ordered,2025-09-10
PO0004213,2024-03-22,SUP034,SKU0120,3632,249.79,Received,2024-04-11
PO0004214,2023-04-17,SUP027,SKU0074,347,473.57,In Transit,2023-04-26
PO0004215,2025-12-07,SUP026,SKU0081,4944,311.88,Ordered,2026-01-14
PO0004216,2023-04-28,SUP045,SKU0062,2841,281.27,Ordered,2023-05-11
PO0004217,2024-06-15,SUP001,SKU0119,2941,470.51,Delayed,2024-06-29
PO0004218,2025-12-10,SUP039,SKU0004,1286,488.45,In Transit,2025-12-30
PO0004219,2025-05-06,SUP048,SKU0092,786,161.34,Received,2025-05-31
PO0004220,2025-07-09,SUP028,SKU0087,2208,569.23,Received,2025-08-02
PO0004221,2024-01-28,SUP044,SKU0047,2735,357.56,Approved,2024-02-07
PO0004222,2025-08-28,SUP033,SKU0084,4977,428.19,Received,2025-09-14
PO0004223,2024-11-25,SUP023,SKU0034,2186,374.62,Approved,2024-12-26
PO0004224,2023-02-26,SUP016,SKU0031,4416,98.25,Ordered,2023-03-19
PO0004225,2025-09-03,SUP014,SKU0012,3396,30.47,Ordered,2025-10-10
PO0004226,2025-07-21,SUP047,SKU0057,1789,396.95,Delayed,2025-08-03
PO0004227,2023-12-27,SUP012,SKU0025,1306,11.42,Approved,2024-01-18
PO0004228,2023-06-03,SUP030,SKU0022,3139,394.71,Received,2023-06-26
PO0004229,2025-05-22,SUP039,SKU0023,1088,419.82,Approved,2025-06-11
PO0004230,2025-05-16,SUP011,SKU0069,568,234.9,Ordered,2025-05-22
PO0004231,2025-01-31,SUP008,SKU0038,2467,202.85,In Transit,2025-02-27
PO0004232,2025-04-07,SUP037,SKU0041,4633,463.7,Received,2025-04-12
PO0004233,2023-12-26,SUP007,SKU0093,3580,81.06,Approved,2024-01-08
PO0004234,2024-02-29,SUP038,SKU0020,1567,397.32,Ordered,2024-03-24
PO0004235,2025-04-26,SUP037,SKU0052,4602,15.46,Received,2025-05-01
PO0004236,2024-01-13,SUP044,SKU0086,3356,89.65,Approved,2024-01-23
PO0004237,2023-05-05,SUP028,SKU0038,4575,192.51,Approved,2023-05-29
PO0004238,2025-07-11,SUP030,SKU0106,258,528.32,Approved,2025-08-03
PO0004239,2025-03-30,SUP013,SKU0058,3750,187.16,Approved,2025-05-10
PO0004240,2024-12-02,SUP044,SKU0042,188,16.32,Received,2024-12-12
PO0004241,2024-02-11,SUP014,SKU0049,1613,305.23,Received,2024-03-19
PO0004242,2024-01-11,SUP017,SKU0052,2390,16.7,Ordered,2024-01-23
PO0004243,2023-08-20,SUP029,SKU0077,1409,318.28,Received,2023-09-23
PO0004244,2025-06-06,SUP016,SKU0059,4648,526.98,Ordered,2025-06-27
PO0004245,2023-03-08,SUP048,SKU0001,3357,343.81,Received,2023-04-02
PO0004246,2024-06-16,SUP004,SKU0054,1380,495.06,In Transit,2024-06-26
PO0004247,2024-10-27,SUP007,SKU0098,1893,230.36,Ordered,2024-11-09
PO0004248,2023-09-18,SUP030,SKU0072,1394,18.95,Received,2023-10-11
PO0004249,2024-01-05,SUP035,SKU0017,812,547.66,In Transit,2024-02-05
PO0004250,2023-08-30,SUP025,SKU0063,1920,390.74,Approved,2023-10-06
PO0004251,2024-09-03,SUP050,SKU0073,4713,104.8,Approved,2024-09-22
PO0004252,2023-09-14,SUP028,SKU0012,3538,28.74,Delayed,2023-10-08
PO0004253,2024-11-09,SUP011,SKU0028,3816,190.19,In Transit,2024-11-15
PO0004254,2024-09-14,SUP023,SKU0083,1782,392.0,Received,2024-10-15
PO0004255,2025-02-04,SUP002,SKU0115,3808,208.65,In Transit,2025-03-18
PO0004256,2025-06-09,SUP020,SKU0031,122,101.53,Received,2025-07-07
PO0004257,2025-01-14,SUP049,SKU0086,3481,100.51,Approved,2025-02-08
PO0004258,2023-12-14,SUP003,SKU0075,4569,496.44,Delayed,2024-01-15
PO0004259,2023-07-31,SUP037,SKU0065,1507,324.62,Ordered,2023-08-05
PO0004260,2024-01-17,SUP050,SKU0011,736,281.92,Received,2024-02-05
PO0004261,2024-05-02,SUP040,SKU0017,366,561.7,In Transit,2024-05-10
PO0004262,2023-03-12,SUP038,SKU0098,1944,205.52,Ordered,2023-04-05
PO0004263,2024-12-14,SUP013,SKU0082,2125,93.02,Approved,2025-01-24
PO0004264,2023-12-10,SUP016,SKU0023,3028,350.62,Ordered,2023-12-31
PO0004265,2025-02-05,SUP042,SKU0013,2814,260.66,Approved,2025-03-15
PO0004266,2023-08-21,SUP040,SKU0027,1953,289.28,Received,2023-08-29
PO0004267,2024-11-03,SUP046,SKU0087,373,509.84,Received,2024-12-14
PO0004268,2025-10-29,SUP036,SKU0108,4689,395.32,Ordered,2025-11-25
PO0004269,2024-02-01,SUP049,SKU0038,2111,199.64,Ordered,2024-02-26
PO0004270,2024-08-26,SUP016,SKU0093,3328,80.52,In Transit,2024-09-16
PO0004271,2025-05-23,SUP009,SKU0087,159,573.04,Approved,2025-06-13
PO0004272,2024-12-11,SUP037,SKU0061,4510,484.73,Ordered,2024-12-16
PO0004273,2023-09-08,SUP009,SKU0120,2307,251.26,Approved,2023-09-29
PO0004274,2023-11-28,SUP038,SKU0108,571,408.5,Received,2023-12-22
PO0004275,2025-03-15,SUP021,SKU0060,1196,418.92,Approved,2025-03-31
PO0004276,2023-10-20,SUP016,SKU0057,4166,415.71,Approved,2023-11-10
PO0004277,2025-09-12,SUP030,SKU0057,2631,431.53,Received,2025-10-05
PO0004278,2023-11-24,SUP005,SKU0113,221,472.06,In Transit,2024-01-07
PO0004279,2024-07-03,SUP042,SKU0091,861,198.46,Received,2024-08-10
PO0004280,2024-12-01,SUP040,SKU0034,901,408.97,Ordered,2024-12-09
PO0004281,2025-03-21,SUP029,SKU0048,722,26.88,Approved,2025-04-24
PO0004282,2025-09-13,SUP024,SKU0090,2001,278.51,Ordered,2025-09-22
PO0004283,2025-05-17,SUP018,SKU0068,3978,414.65,Delayed,2025-05-22
PO0004284,2025-11-07,SUP041,SKU0084,3365,378.07,Approved,2025-11-17
PO0004285,2023-10-18,SUP045,SKU0039,308,55.83,Received,2023-10-31
PO0004286,2023-09-04,SUP029,SKU0020,1972,383.7,In Transit,2023-10-08
PO0004287,2023-11-21,SUP043,SKU0099,4466,533.59,Received,2023-12-19
PO0004288,2023-10-09,SUP018,SKU0109,600,161.6,Delayed,2023-10-14
PO0004289,2023-08-05,SUP005,SKU0054,2998,477.59,Received,2023-09-18
PO0004290,2024-12-27,SUP001,SKU0100,2703,310.57,Ordered,2025-01-10
PO0004291,2023-10-13,SUP007,SKU0107,4866,570.77,Received,2023-10-26
PO0004292,2024-05-01,SUP043,SKU0080,504,447.91,Received,2024-05-29
PO0004293,2025-09-20,SUP038,SKU0050,3876,554.64,Received,2025-10-14
PO0004294,2025-08-12,SUP039,SKU0094,1139,243.56,Delayed,2025-09-01
PO0004295,2024-05-29,SUP009,SKU0108,1356,451.99,In Transit,2024-06-19
PO0004296,2024-04-28,SUP046,SKU0039,2183,53.12,Delayed,2024-06-08
PO0004297,2024-10-20,SUP045,SKU0067,4521,219.75,In Transit,2024-11-02
PO0004298,2024-01-05,SUP048,SKU0112,160,247.19,In Transit,2024-01-30
PO0004299,2025-09-16,SUP032,SKU0085,439,581.95,Delayed,2025-10-28
PO0004300,2025-02-21,SUP037,SKU0078,1724,569.06,Ordered,2025-02-26
PO0004301,2023-12-15,SUP038,SKU0029,4929,325.17,Received,2024-01-08
PO0004302,2024-12-26,SUP007,SKU0017,3032,631.4,Approved,2025-01-08
PO0004303,2023-12-06,SUP022,SKU0094,3927,260.65,Delayed,2024-01-06
PO0004304,2024-08-16,SUP028,SKU0076,2352,209.6,In Transit,2024-09-09
PO0004305,2024-11-14,SUP041,SKU0031,4224,109.11,Received,2024-11-24
PO0004306,2025-12-15,SUP034,SKU0060,1673,409.55,In Transit,2026-01-04
PO0004307,2023-12-18,SUP050,SKU0097,2726,535.94,Delayed,2024-01-06
PO0004308,2025-09-05,SUP009,SKU0064,3413,96.2,Approved,2025-09-26
PO0004309,2025-11-06,SUP018,SKU0048,3359,25.74,Delayed,2025-11-11
PO0004310,2023-12-11,SUP024,SKU0025,2599,12.43,Delayed,2023-12-20
PO0004311,2024-10-15,SUP048,SKU0092,3157,135.42,In Transit,2024-11-09
PO0004312,2025-03-13,SUP011,SKU0020,4650,394.94,Ordered,2025-03-19
PO0004313,2024-12-18,SUP001,SKU0036,970,428.01,Received,2025-01-01
PO0004314,2025-04-10,SUP011,SKU0015,2556,369.59,In Transit,2025-04-16
PO0004315,2025-04-22,SUP013,SKU0055,4924,173.27,Ordered,2025-06-02
PO0004316,2023-01-27,SUP006,SKU0120,1488,253.18,Ordered,2023-02-12
PO0004317,2024-07-14,SUP006,SKU0072,2454,17.49,Ordered,2024-07-30
PO0004318,2023-01-24,SUP001,SKU0058,3520,170.04,Delayed,2023-02-07
PO0004319,2025-06-27,SUP003,SKU0014,1200,350.45,Approved,2025-07-29
PO0004320,2024-06-21,SUP022,SKU0050,531,589.74,Received,2024-07-22
PO0004321,2025-05-31,SUP013,SKU0107,1616,507.13,Received,2025-07-11
PO0004322,2023-03-22,SUP002,SKU0118,1997,406.66,Approved,2023-05-03
PO0004323,2023-06-22,SUP037,SKU0099,1899,468.72,Ordered,2023-06-27
PO0004324,2023-12-30,SUP009,SKU0031,1413,99.04,Received,2024-01-20
PO0004325,2023-07-11,SUP006,SKU0019,4948,447.25,Approved,2023-07-27
PO0004326,2023-04-06,SUP027,SKU0002,274,195.99,Ordered,2023-04-15
PO0004327,2025-08-02,SUP032,SKU0011,405,251.47,Received,2025-09-13
PO0004328,2025-03-30,SUP008,SKU0011,3524,278.11,Approved,2025-04-26
PO0004329,2025-08-28,SUP028,SKU0069,1163,217.62,Ordered,2025-09-21
