po_number,item,supplier_name,order_dt,delivery_dt,qty_ordered,status
PO25004,Detergent 500g,Prime Wholesale,2023/05/20,2023-06-05,4114,Delivered
PO25005,SKU113,Global Supplies,2023/10/13,2023-10-24,4113,Delivered
PO25006,Milk 500ml,ABC Traders,2023/10/07,,3949,Delayed
PO25007,SKU145,FreshSource Ltd,2023/10/29,2023-11-28,4988,Delivered
PO25008,Detergent 500g,ABC Traders,2022/01/10,2022-01-20,4936,Delayed
PO25009,Detergent 2kg,Prime Wholesale,2023/07/21,2023-08-03,1571,In Transit
PO25010,SKU158,Prime Wholesale,2023/01/07,2023-01-10,4681,Cancelled
PO25011,SKU137,FreshSource Ltd,2022/02/24,,2291,Cancelled
PO25012,SKU141,Prime Wholesale,2022/05/21,,4990,Pending
PO25013,Sunflower Oil 2L,ABC Traders,2022/08/28,2022-09-03,486,In Transit
PO25014,SKU138,Global Supplies,2023/11/11,2023-11-14,2512,Cancelled
PO25015,SKU101,Om Distributors,2022/04/15,2022-05-08,4094,Pending
PO25016,Milk 500ml,ABC Traders,2023/05/11,,4749,Delivered
PO25017,SKU141,Global Supplies,2023/01/12,2023-01-15,4133,Delivered
PO25018,SKU148,Om Distributors,2023/06/02,,3570,Delivered
PO25019,Milk 1L,Om Distributors,2024/06/03,2024-06-10,3654,Delivered
PO25020,Milk 500ml,Prime Wholesale,2024/09/26,2024-10-09,1602,Delivered
PO25021,SKU130,Prime Wholesale,2023/02/13,2023-03-15,4273,Delivered
PO25022,SKU136,ABC Traders,2022/03/31,2022-04-28,4473,Delivered
PO25023,SKU143,Om Distributors,2022/01/30,2022-02-26,4382,Delivered
PO25024,SKU148,Om Distributors,2024/07/07,2024-07-25,219,In Transit
PO25025,SKU110,ABC Traders,2022/07/21,2022-08-10,2792,Delivered
PO25026,SKU110,Prime Wholesale,2023/11/03,2023-11-22,814,Delivered
PO25027,SKU146,ABC Traders,2022/08/02,2022-08-31,581,Cancelled
PO25028,Biscuits 200g,Om Distributors,2022/01/06,2022-02-01,2674,Cancelled
PO25029,Biscuits 200g,Om Distributors,2023/08/11,2023-09-07,4170,Pending
PO25030,SKU108,Global Supplies,2022/12/25,2023-01-15,4689,Cancelled
PO25031,Peanut Butter Smooth 1kg,Global Supplies,2022/07/08,,1932,Delayed
PO25032,Tea 500g,FreshSource Ltd,2023/04/19,2023-05-18,310,Delivered
PO25033,SKU145,ABC Traders,2022/07/18,,2213,Delayed
PO25034,SKU127,Prime Wholesale,2023/04/02,2023-04-08,4276,Delivered
PO25035,SKU143,Om Distributors,2023/10/17,2023-10-31,1743,Cancelled
PO25036,Detergent 2kg,Prime Wholesale,2023/09/14,,1095,In Transit
PO25037,SKU100,Om Distributors,2023/12/26,2024-01-07,1116,Delivered
PO25038,Milk 1L,Global Supplies,2023/09/29,2023-10-20,2784,Pending
PO25039,SKU134,Om Distributors,2023/08/06,,3892,Delivered
PO25040,SKU139,Prime Wholesale,2023/04/17,2023-04-27,3417,Cancelled
PO25041,SKU138,ABC Traders,2022/06/29,2022-07-28,4709,Cancelled
PO25042,SKU131,Global Supplies,2023/08/03,2023-08-28,4822,Delayed
PO25043,SKU117,FreshSource Ltd,2024/06/13,2024-06-16,1494,Delivered
PO25044,Milk 1L,Om Distributors,2023/11/23,2023-12-16,4174,In Transit
PO25045,SKU102,FreshSource Ltd,2022/12/03,2022-12-06,1600,Cancelled
PO25046,SKU102,Global Supplies,2023/01/07,2023-01-21,4189,Pending
PO25047,SKU133,Om Distributors,2022/03/16,2022-04-15,3842,Delayed
PO25048,Coffee 200g,FreshSource Ltd,2022/01/27,2022-02-23,4917,In Transit
PO25049,Coffee 200g,Prime Wholesale,2023/06/13,2023-06-20,3271,Cancelled
PO25050,SKU102,FreshSource Ltd,2022/09/08,2022-09-12,3053,Delayed
PO25051,SKU131,Om Distributors,2022/09/11,2022-09-29,2946,Delayed
PO25052,SKU155,Global Supplies,2022/12/20,2023-01-17,4691,Pending
PO25053,Coffee 200g,Global Supplies,2024/05/07,2024-05-18,2358,Pending
PO25054,SKU121,ABC Traders,2024/04/17,2024-05-08,4627,Cancelled
PO25055,Milk 1L,Om Distributors,2022/03/09,2022-03-27,4628,Cancelled
PO25056,SKU151,Prime Wholesale,2022/06/24,2022-07-22,3666,Delivered
PO25057,SKU136,ABC Traders,2024/02/15,2024-02-24,3454,Delayed
PO25058,SKU130,FreshSource Ltd,2023/12/17,2024-01-11,4417,Delayed
PO25059,SKU154,ABC Traders,2023/07/15,2023-08-11,3372,In Transit
PO25060,SKU133,ABC Traders,2022/11/08,2022-12-04,2053,Cancelled
PO25061,Peanut Butter Crunchy 1kg,Global Supplies,2024/04/28,2024-05-07,1169,Pending
PO25062,SKU105,FreshSource Ltd,2022/08/18,2022-09-03,4197,Delayed
PO25063,Coffee 200g,Global Supplies,2024/02/24,2024-03-16,3872,Delivered
PO25064,Peanut Butter Smooth 200g,ABC Traders,2023/08/26,2023-09-16,630,Pending
PO25065,Biscuits 500g,FreshSource Ltd,2023/03/06,2023-03-28,312,Delivered
PO25066,SKU112,Global Supplies,2023/01/14,2023-01-19,3235,Cancelled
PO25067,Sunflower Oil 5L,Global Supplies,2023/06/13,2023-06-19,786,Delayed
PO25068,Peanut Butter Crunchy 200g,FreshSource Ltd,2022/01/31,2022-02-09,1697,Cancelled
PO25069,Biscuits 500g,Prime Wholesale,2022/02/10,,1941,In Transit
PO25070,SKU110,Om Distributors,2023/11/14,,2598,Delayed
PO25071,Detergent 1kg,ABC Traders,2023/08/18,,4377,Pending
PO25072,SKU136,ABC Traders,2023/12/11,2023-12-20,4583,Delivered
PO25073,Biscuits 100g,FreshSource Ltd,2023/08/16,2023-08-29,2995,Pending
PO25074,SKU135,FreshSource Ltd,2022/03/28,,4917,Delivered
PO25075,Milk 1L,FreshSource Ltd,2022/10/31,2022-11-12,3494,Cancelled
PO25076,Peanut Butter Smooth 200g,FreshSource Ltd,2023/12/22,2024-01-16,1380,Cancelled
PO25077,SKU153,Global Supplies,2022/05/01,,1433,In Transit
PO25078,Biscuits 500g,Om Distributors,2023/10/16,2023-10-23,1168,In Transit
PO25079,SKU116,ABC Traders,2022/07/05,2022-07-12,2208,Delivered
PO25080,Peanut Butter Crunchy 500g,FreshSource Ltd,2022/11/29,,2422,Delayed
PO25081,SKU119,FreshSource Ltd,2022/12/22,2023-01-05,3002,Delivered
PO25082,Sunflower Oil 2L,ABC Traders,2023/08/08,2023-08-11,921,In Transit
PO25083,Detergent 1kg,FreshSource Ltd,2023/08/31,2023-09-25,4316,Delayed
PO25084,SKU141,FreshSource Ltd,2024/04/30,2024-05-27,834,In Transit
PO25085,Sunflower Oil 5L,Om Distributors,2024/08/11,,304,In Transit
PO25086,SKU136,Global Supplies,2023/08/19,2023-09-16,294,Delivered
PO25087,SKU138,Prime Wholesale,2024/05/17,2024-05-20,2936,In Transit
PO25088,SKU150,Global Supplies,2024/07/29,2024-08-14,4126,Delayed
PO25089,Tea 500g,Prime Wholesale,2022/07/21,2022-08-09,4736,In Transit
PO25090,SKU102,Global Supplies,2022/12/30,2023-01-29,3941,Delivered
PO25091,Detergent 1kg,Global Supplies,2023/09/03,2023-09-26,2515,Delivered
PO25092,SKU104,Prime Wholesale,2023/08/29,2023-09-07,3722,Delivered
PO25093,SKU150,Global Supplies,2022/02/25,2022-03-02,1318,In Transit
PO25094,Peanut Butter Smooth 200g,Prime Wholesale,2022/03/10,2022-04-05,3746,In Transit
PO25095,Milk 500ml,Global Supplies,2022/10/25,2022-10-30,1041,Delayed
PO25096,Milk 500ml,Prime Wholesale,2022/04/29,2022-05-27,2764,Cancelled
PO25097,Biscuits 200g,FreshSource Ltd,2023/08/16,,1200,Cancelled
PO25098,SKU115,Prime Wholesale,2022/08/24,,927,In Transit
PO25099,Sunflower Oil 2L,Om Distributors,2022/12/08,2022-12-28,4989,Cancelled
PO25100,SKU156,Prime Wholesale,2023/01/13,2023-02-09,911,Delivered
PO25101,SKU121,Prime Wholesale,2022/09/21,2022-09-27,1526,Pending
PO25102,SKU139,ABC Traders,2023/09/05,2023-09-20,717,Delivered
PO25103,Sunflower Oil 2L,Global Supplies,2023/08/06,,2758,Delivered
PO25104,SKU127,Om Distributors,2024/01/05,,4600,Delayed
PO25105,Peanut Butter Smooth 200g,Prime Wholesale,2023/08/14,2023-08-31,3307,Cancelled
PO25106,SKU121,Prime Wholesale,2024/06/26,2024-07-20,1022,Cancelled
PO25107,SKU100,FreshSource Ltd,2024/02/08,,3388,Delivered
PO25108,Peanut Butter Crunchy 1kg,ABC Traders,2022/11/03,,1219,Cancelled
PO25109,SKU119,FreshSource Ltd,2023/01/08,2023-01-31,4893,Delayed
PO25110,Sunflower Oil 5L,Om Distributors,2024/03/28,,3174,Delivered
PO25111,Biscuits 200g,Om Distributors,2023/04/07,2023-05-03,541,Delivered
PO25112,Coffee 200g,FreshSource Ltd,2024/08/19,2024-09-01,3571,In Transit
PO25113,SKU109,Prime Wholesale,2024/07/24,2024-08-19,2184,Pending
PO25114,Biscuits 200g,Om Distributors,2023/04/20,,1210,Delayed
PO25115,Milk 500ml,ABC Traders,2023/07/18,2023-08-10,2763,Delayed
PO25116,Biscuits 100g,ABC Traders,2024/08/25,2024-09-02,2119,In Transit
PO25117,SKU126,ABC Traders,2023/08/02,2023-08-15,1123,In Transit
PO25118,SKU136,Prime Wholesale,2024/09/24,2024-10-19,3198,In Transit
PO25119,SKU113,Om Distributors,2023/11/15,2023-11-20,2007,Delayed
PO25120,Detergent 2kg,Om Distributors,2022/04/23,2022-05-07,890,In Transit
PO25121,SKU135,Prime Wholesale,2023/04/19,2023-05-07,321,Pending
PO25122,Detergent 2kg,Global Supplies,2023/06/18,2023-06-27,1342,In Transit
PO25123,Peanut Butter Smooth 1kg,Om Distributors,2024/03/01,2024-03-30,3970,Cancelled
PO25124,Detergent 500g,ABC Traders,2023/10/25,2023-10-31,795,Delayed
PO25125,Sunflower Oil 5L,Global Supplies,2024/01/05,2024-02-01,4421,Delivered
PO25126,SKU147,Prime Wholesale,2023/07/30,,747,Delivered
PO25127,SKU136,FreshSource Ltd,2022/12/02,2022-12-21,268,Cancelled
PO25128,Sunflower Oil 2L,Prime Wholesale,2024/09/18,2024-09-28,4359,In Transit
PO25129,SKU159,Prime Wholesale,2023/03/09,,1892,Pending
PO25130,SKU139,Prime Wholesale,2022/11/25,,4379,Delivered
PO25131,SKU149,Om Distributors,2024/09/03,2024-09-10,3439,Delivered
PO25132,Sunflower Oil 5L,Om Distributors,2024/07/21,2024-08-02,1247,Cancelled
PO25133,Peanut Butter Smooth 200g,Om Distributors,2024/07/11,2024-08-08,1882,Pending
PO25134,Peanut Butter Smooth 1kg,ABC Traders,2022/08/21,2022-09-01,822,Pending
PO25135,SKU121,ABC Traders,2022/01/21,,4156,Delayed
PO25136,Biscuits 500g,Om Distributors,2023/09/04,2023-09-20,428,Delivered
PO25137,Sunflower Oil 2L,ABC Traders,2023/12/15,,4009,Delayed
PO25138,Biscuits 100g,Prime Wholesale,2023/08/27,2023-09-12,3374,Pending
PO25139,SKU126,Om Distributors,2022/05/02,2022-05-24,3946,In Transit
PO25140,Coffee 200g,FreshSource Ltd,2023/09/01,2023-09-16,441,Delivered
PO25141,SKU116,FreshSource Ltd,2024/01/31,2024-02-19,248,Delivered
PO25142,SKU129,FreshSource Ltd,2023/10/23,2023-10-26,3221,In Transit
PO25143,SKU115,Global Supplies,2024/02/22,2024-03-17,2809,Delivered
PO25144,SKU155,Prime Wholesale,2023/12/09,2023-12-16,3232,In Transit
PO25145,SKU139,FreshSource Ltd,2024/06/05,2024-06-10,4796,Delivered
PO25146,Sunflower Oil 5L,ABC Traders,2023/12/16,2023-12-31,4338,Delivered
PO25147,Biscuits 100g,Prime Wholesale,2022/06/23,,824,Delivered
PO25148,Detergent 500g,FreshSource Ltd,2022/08/04,2022-08-12,4408,Cancelled
PO25149,SKU126,Global Supplies,2022/11/06,,954,Delayed
PO25150,SKU122,Prime Wholesale,2024/08/10,2024-08-15,3872,Delayed
PO25151,Peanut Butter Smooth 1kg,Global Supplies,2024/04/25,2024-05-02,3297,Delayed
PO25152,SKU152,Om Distributors,2024/03/11,2024-03-17,2251,Delivered
PO25153,Detergent 2kg,Prime Wholesale,2024/02/05,2024-02-08,2520,Pending
PO25154,SKU109,FreshSource Ltd,2022/12/04,2022-12-07,953,Pending
PO25155,SKU111,FreshSource Ltd,2023/09/09,,3910,Delayed
PO25156,SKU115,Prime Wholesale,2022/01/20,2022-02-16,2599,Cancelled
PO25157,SKU114,Global Supplies,2022/08/12,,4562,In Transit
PO25158,SKU159,Prime Wholesale,2023/10/01,,3667,Delivered
PO25159,SKU106,Global Supplies,2024/08/24,,484,In Transit
PO25160,Milk 1L,ABC Traders,2023/09/09,2023-09-23,2144,Delayed
PO25161,SKU137,Prime Wholesale,2023/01/03,,4873,Cancelled
PO25162,Milk 500ml,ABC Traders,2024/08/14,2024-09-03,307,Pending
PO25163,SKU126,Global Supplies,2023/08/05,2023-08-08,1456,Delayed
PO25164,Biscuits 200g,FreshSource Ltd,2023/02/03,2023-02-09,1621,Cancelled
PO25165,SKU133,Prime Wholesale,2022/06/16,2022-07-05,3445,Delayed
PO25166,SKU116,Om Distributors,2024/07/13,2024-07-20,4632,Delivered
PO25167,Detergent 1kg,Om Distributors,2022/07/24,2022-08-02,2907,Delayed
PO25168,SKU159,Prime Wholesale,2023/10/18,2023-10-31,4905,Cancelled
PO25169,Tea 500g,Om Distributors,2023/05/13,2023-06-09,4613,In Transit
PO25170,SKU140,Global Supplies,2024/01/05,2024-01-09,1519,Pending
PO25171,SKU128,Prime Wholesale,2024/05/06,,467,Cancelled
PO25172,Detergent 500g,Global Supplies,2024/08/30,2024-09-03,4703,Delayed
PO25173,SKU111,Global Supplies,2022/09/21,2022-10-19,3567,Delivered
PO25174,SKU145,Global Supplies,2024/02/02,,4628,Pending
PO25175,SKU128,ABC Traders,2022/09/05,2022-09-26,4424,Delivered
PO25176,SKU137,ABC Traders,2024/03/13,2024-03-27,2570,Delayed
PO25177,SKU103,ABC Traders,2023/07/08,,1424,In Transit
PO25178,SKU102,ABC Traders,2023/03/19,2023-03-24,3157,Delayed
PO25179,Peanut Butter Smooth 1kg,ABC Traders,2023/05/15,2023-05-28,4619,Delayed
PO25180,Biscuits 100g,Global Supplies,2023/09/13,,2353,In Transit
PO25181,Biscuits 100g,Global Supplies,2022/08/25,2022-09-12,1699,In Transit
PO25182,SKU115,Global Supplies,2024/06/30,,4805,Delayed
PO25183,SKU154,Global Supplies,2023/04/16,2023-05-10,4797,Pending
PO25184,SKU145,Prime Wholesale,2024/02/10,,3591,In Transit
PO25185,SKU115,FreshSource Ltd,2022/02/06,2022-02-10,4665,Delivered
PO25186,SKU118,Prime Wholesale,2022/04/14,2022-04-24,255,Delivered
PO25187,Sunflower Oil 2L,ABC Traders,2022/11/24,2022-12-17,4349,Pending
PO25188,SKU119,ABC Traders,2022/04/29,2022-05-23,313,Delivered
PO25189,SKU114,Global Supplies,2023/05/28,2023-06-04,1453,Delayed
PO25190,SKU113,FreshSource Ltd,2024/05/23,2024-05-30,3777,Delayed
PO25191,Biscuits 500g,FreshSource Ltd,2023/09/26,2023-10-14,3674,Delayed
PO25192,SKU146,Om Distributors,2023/04/29,2023-05-25,1659,Delayed
PO25193,Peanut Butter Crunchy 1kg,FreshSource Ltd,2022/10/18,2022-11-15,3437,Pending
PO25194,Detergent 500g,Global Supplies,2024/03/29,2024-04-03,3668,Delayed
PO25195,SKU100,ABC Traders,2024/05/11,,4317,Cancelled
PO25196,SKU130,Om Distributors,2023/01/02,2023-01-14,3396,Delayed
PO25197,SKU137,Om Distributors,2022/01/18,,3106,Delivered
PO25198,SKU120,Om Distributors,2022/11/13,2022-12-05,3889,Pending
PO25199,Milk 500ml,Global Supplies,2023/08/15,2023-09-13,2879,Delivered
PO25200,SKU142,Prime Wholesale,2022/04/05,2022-04-20,2783,Pending
PO25201,Peanut Butter Crunchy 200g,FreshSource Ltd,2024/08/06,,3834,Pending
PO25202,SKU125,ABC Traders,2022/06/03,,1645,Pending
PO25203,Coffee 200g,Global Supplies,2024/06/09,2024-06-28,3290,Delivered
PO25204,Coffee 200g,Prime Wholesale,2022/09/30,2022-10-25,432,Delivered
PO25205,SKU156,Global Supplies,2023/07/15,2023-07-23,606,Cancelled
PO25206,SKU126,ABC Traders,2022/07/22,2022-08-03,1809,In Transit
PO25207,SKU123,ABC Traders,2023/06/08,2023-06-26,2384,In Transit
PO25208,Sunflower Oil 2L,FreshSource Ltd,2022/03/23,2022-04-19,1393,Cancelled
PO25209,SKU120,ABC Traders,2023/10/18,2023-11-02,3189,Pending
PO25210,Sunflower Oil 5L,ABC Traders,2024/08/31,,2288,In Transit
PO25211,SKU149,ABC Traders,2024/06/22,,945,Pending
PO25212,Sunflower Oil 1L,Global Supplies,2023/05/15,2023-06-03,4524,Delayed
PO25213,Tea 250g,Global Supplies,2022/04/07,2022-04-30,4964,In Transit
PO25214,Tea 500g,ABC Traders,2022/09/13,2022-09-29,3344,Delivered
PO25215,SKU139,Om Distributors,2023/05/21,,2336,In Transit
PO25216,SKU139,Global Supplies,2022/06/14,2022-06-19,3559,Cancelled
PO25217,Tea 500g,FreshSource Ltd,2024/08/19,,2024,Pending
PO25218,Biscuits 200g,FreshSource Ltd,2023/01/14,,3837,Pending
PO25219,SKU101,Prime Wholesale,2023/09/06,2023-09-13,1798,In Transit
PO25220,Detergent 500g,ABC Traders,2022/02/27,2022-03-21,4422,Cancelled
PO25221,Biscuits 500g,Global Supplies,2022/11/08,2022-11-21,4853,In Transit
PO25222,SKU131,ABC Traders,2022/09/29,2022-10-26,1911,Cancelled
PO25223,Sunflower Oil 1L,ABC Traders,2023/02/22,,2624,Pending
PO25224,SKU141,Prime Wholesale,2023/03/20,2023-04-17,4622,Delayed
PO25225,SKU143,Om Distributors,2022/02/02,2022-02-17,3045,Cancelled
PO25226,Milk 500ml,Prime Wholesale,2022/05/11,2022-06-08,2884,Delivered
PO25227,SKU103,FreshSource Ltd,2023/01/02,2023-01-06,2110,Delivered
PO25228,Biscuits 500g,Om Distributors,2022/02/05,2022-03-03,2770,Cancelled
PO25229,SKU156,ABC Traders,2023/10/02,2023-10-19,1658,Delivered
PO25230,Sunflower Oil 1L,Om Distributors,2024/04/02,2024-04-11,2292,Delivered
PO25231,SKU113,Prime Wholesale,2024/03/07,2024-03-24,1089,In Transit
PO25232,SKU159,ABC Traders,2022/04/07,2022-04-17,255,Cancelled
PO25233,SKU139,Prime Wholesale,2022/10/29,2022-11-19,2277,Delayed
PO25234,SKU142,FreshSource Ltd,2022/09/11,2022-09-22,3554,Pending
PO25235,Biscuits 500g,FreshSource Ltd,2023/10/08,2023-10-12,400,Cancelled
PO25236,SKU130,Global Supplies,2022/01/30,,2749,In Transit
PO25237,SKU126,Global Supplies,2024/07/12,2024-08-09,383,In Transit
PO25238,SKU109,FreshSource Ltd,2022/10/31,2022-11-25,1203,Cancelled
PO25239,SKU152,Prime Wholesale,2022/12/16,2022-12-25,1428,Delayed
PO25240,SKU120,Prime Wholesale,2024/01/20,2024-02-05,1733,Pending
PO25241,SKU154,ABC Traders,2023/07/02,,3599,In Transit
PO25242,SKU134,Prime Wholesale,2022/09/16,2022-10-09,4995,Delayed
PO25243,SKU109,ABC Traders,2022/06/09,2022-07-06,2720,Cancelled
PO25244,Peanut Butter Crunchy 1kg,ABC Traders,2023/05/11,,1199,Delivered
PO25245,Sunflower Oil 2L,Global Supplies,2024/04/11,2024-04-22,3219,Delayed
PO25246,Peanut Butter Smooth 200g,Global Supplies,2022/08/25,2022-08-30,4681,In Transit
PO25247,Milk 500ml,Prime Wholesale,2024/06/27,2024-07-22,2152,Cancelled
PO25248,Milk 1L,Prime Wholesale,2022/09/16,,2696,Pending
PO25249,Biscuits 200g,Global Supplies,2024/08/07,2024-08-18,4679,Pending
PO25250,SKU113,Om Distributors,2022/06/01,,2544,Delivered
PO25251,Tea 250g,FreshSource Ltd,2022/11/08,2022-11-24,2081,In Transit
PO25252,Biscuits 100g,Om Distributors,2022/09/02,2022-09-16,4968,Cancelled
PO25253,SKU145,Om Distributors,2024/07/07,2024-07-11,3560,Delayed
PO25254,Milk 1L,ABC Traders,2024/04/04,,1965,In Transit
PO25255,SKU123,FreshSource Ltd,2024/04/12,2024-05-07,2153,Delayed
PO25256,SKU130,Prime Wholesale,2022/05/31,2022-06-21,3757,Pending
PO25257,Coffee 200g,FreshSource Ltd,2024/04/26,2024-05-14,4926,Delayed
PO25258,SKU111,Global Supplies,2023/01/02,2023-01-22,1511,Cancelled
PO25259,Coffee 200g,Global Supplies,2022/03/27,2022-04-22,1345,Delayed
PO25260,SKU135,Om Distributors,2022/04/24,2022-05-24,769,Delivered
PO25261,SKU130,FreshSource Ltd,2024/02/01,2024-02-29,3463,Pending
PO25262,Sunflower Oil 5L,ABC Traders,2022/07/15,2022-07-26,1434,In Transit
PO25263,SKU122,Global Supplies,2023/04/02,2023-04-22,1140,Pending
PO25264,Tea 500g,FreshSource Ltd,2024/08/07,2024-08-17,2786,In Transit
PO25265,SKU141,Prime Wholesale,2022/06/09,2022-07-05,680,Delayed
PO25266,SKU140,ABC Traders,2023/12/02,2023-12-09,2332,Cancelled
PO25267,Sunflower Oil 5L,Prime Wholesale,2023/08/03,2023-08-08,2766,Pending
PO25268,SKU114,ABC Traders,2024/08/09,2024-08-24,1108,Delivered
PO25269,SKU134,Om Distributors,2022/09/15,2022-10-06,1838,Pending
PO25270,SKU124,FreshSource Ltd,2023/07/03,2023-07-23,456,Delayed
PO25271,SKU131,FreshSource Ltd,2022/02/19,2022-02-24,3771,Pending
PO25272,SKU140,Global Supplies,2022/09/27,2022-10-20,1696,Cancelled
PO25273,SKU122,Om Distributors,2023/04/13,2023-05-03,4210,In Transit
PO25274,SKU150,Om Distributors,2023/10/08,2023-10-15,3814,In Transit
PO25275,SKU118,Om Distributors,2023/06/15,2023-06-25,4360,Pending
PO25276,Detergent 1kg,FreshSource Ltd,2022/10/10,2022-10-28,4666,Cancelled
PO25277,SKU153,FreshSource Ltd,2022/06/06,2022-06-17,595,In Transit
PO25278,SKU114,Global Supplies,2022/10/26,,467,Cancelled
PO25279,SKU134,Global Supplies,2022/01/18,2022-02-15,408,Delayed
PO25280,SKU130,FreshSource Ltd,2024/03/23,2024-04-08,1590,Pending
PO25281,SKU158,Prime Wholesale,2024/05/04,2024-06-01,4983,Delayed
PO25282,Biscuits 100g,ABC Traders,2022/04/24,2022-05-23,685,In Transit
PO25283,Milk 500ml,ABC Traders,2023/01/03,,4018,Pending
PO25284,SKU102,Prime Wholesale,2022/08/31,2022-09-15,883,In Transit
PO25285,Detergent 500g,Om Distributors,2022/08/02,2022-09-01,4567,Pending
PO25286,Tea 250g,Om Distributors,2024/07/28,2024-08-05,3037,In Transit
PO25287,Biscuits 200g,FreshSource Ltd,2022/03/14,2022-03-28,1267,In Transit
PO25288,Milk 1L,ABC Traders,2022/01/27,2022-02-25,3496,Cancelled
PO25289,SKU142,Prime Wholesale,2024/07/22,2024-08-07,2328,In Transit
PO25290,SKU156,Prime Wholesale,2022/11/15,,3952,Pending
PO25291,SKU137,Global Supplies,2023/05/13,2023-05-31,871,Pending
PO25292,SKU140,Prime Wholesale,2022/10/07,2022-10-13,1309,Delayed
PO25293,Coffee 200g,Global Supplies,2023/03/12,2023-03-17,3679,Pending
PO25294,Biscuits 100g,ABC Traders,2024/07/21,2024-08-02,1360,Delayed
PO25295,Detergent 500g,Prime Wholesale,2022/03/11,2022-04-01,1752,Delayed
PO25296,SKU116,Prime Wholesale,2023/08/18,2023-09-10,1576,In Transit
PO25297,Peanut Butter Smooth 200g,ABC Traders,2023/03/07,,1926,Cancelled
PO25298,SKU112,Prime Wholesale,2023/07/30,,2071,Cancelled
PO25299,SKU151,Prime Wholesale,2024/03/10,2024-04-02,2495,Delayed
PO25300,SKU111,FreshSource Ltd,2024/04/27,2024-05-10,3888,Delivered
PO25301,Biscuits 500g,Om Distributors,2023/07/13,2023-07-16,4787,Pending
PO25302,Peanut Butter Smooth 200g,Prime Wholesale,2023/09/08,2023-09-14,1617,Delivered
PO25303,SKU100,FreshSource Ltd,2023/07/16,2023-08-03,2553,Delayed
PO25304,Peanut Butter Smooth 200g,ABC Traders,2023/10/03,2023-10-25,4509,In Transit
PO25305,Sunflower Oil 2L,FreshSource Ltd,2022/06/09,2022-06-24,1977,In Transit
PO25306,SKU127,Om Distributors,2023/06/07,2023-06-15,3399,In Transit
PO25307,SKU139,Prime Wholesale,2022/11/19,2022-11-28,1729,Delayed
PO25308,Detergent 500g,Om Distributors,2023/10/07,2023-10-15,3510,In Transit
PO25309,SKU121,Om Distributors,2022/10/18,2022-11-01,4640,Cancelled
PO25310,SKU153,Global Supplies,2022/10/27,2022-11-15,414,Pending
PO25311,SKU141,Global Supplies,2022/04/21,2022-05-21,1272,Delivered
PO25312,Milk 500ml,Prime Wholesale,2024/06/10,2024-06-26,3250,Delivered
PO25313,Sunflower Oil 5L,FreshSource Ltd,2022/08/08,2022-08-29,2564,Cancelled
PO25314,Coffee 200g,Global Supplies,2023/12/10,2023-12-28,1445,Delayed
PO25315,Milk 500ml,ABC Traders,2024/07/13,2024-07-31,3489,Pending
PO25316,SKU125,ABC Traders,2022/05/30,2022-06-27,2600,Pending
PO25317,SKU121,FreshSource Ltd,2024/04/24,2024-05-18,3630,Delivered
PO25318,Peanut Butter Smooth 200g,ABC Traders,2023/06/29,,3861,Cancelled
PO25319,SKU130,ABC Traders,2024/04/12,2024-05-07,3069,Pending
PO25320,Milk 500ml,Prime Wholesale,2024/02/24,2024-03-17,1004,In Transit
PO25321,SKU131,Global Supplies,2023/10/09,2023-10-24,4776,Cancelled
PO25322,SKU115,Global Supplies,2022/07/15,2022-08-07,3353,Delivered
PO25323,SKU145,Prime Wholesale,2024/07/19,,4657,Delivered
PO25324,Sunflower Oil 2L,Global Supplies,2022/10/09,2022-10-27,1119,Delivered
PO25325,SKU155,FreshSource Ltd,2023/09/13,2023-09-22,1992,Cancelled
PO25326,Tea 500g,Prime Wholesale,2023/09/12,,4912,Cancelled
PO25327,Peanut Butter Crunchy 1kg,Global Supplies,2023/03/22,2023-04-20,446,Delayed
PO25328,SKU122,ABC Traders,2024/08/02,2024-08-24,3939,Delayed
PO25329,SKU156,Global Supplies,2022/09/08,2022-09-24,837,In Transit
PO25330,Milk 1L,Om Distributors,2023/11/21,2023-12-07,4170,Delivered
PO25331,SKU136,FreshSource Ltd,2022/05/15,2022-06-14,4878,In Transit
PO25332,SKU157,FreshSource Ltd,2022/10/25,,4261,Delivered
PO25333,Coffee 200g,ABC Traders,2023/03/28,2023-04-06,4714,Delivered
PO25334,Sunflower Oil 1L,ABC Traders,2023/09/13,2023-10-09,2889,Delivered
PO25335,SKU105,Prime Wholesale,2022/12/27,2023-01-18,2585,In Transit
PO25336,SKU132,Global Supplies,2023/07/20,2023-08-16,3641,Delayed
PO25337,Detergent 1kg,Global Supplies,2023/06/22,2023-07-17,4758,In Transit
PO25338,Biscuits 500g,FreshSource Ltd,2022/08/01,2022-08-13,2127,Delayed
PO25339,Biscuits 500g,ABC Traders,2023/05/16,2023-06-15,265,Pending
PO25340,SKU139,ABC Traders,2023/04/02,2023-04-05,2134,Delayed
PO25341,SKU101,Prime Wholesale,2024/07/27,,1338,Delivered
PO25342,SKU122,Prime Wholesale,2023/02/22,2023-03-15,1023,Cancelled
PO25343,SKU129,FreshSource Ltd,2023/06/01,,3256,Delayed
PO25344,Sunflower Oil 5L,FreshSource Ltd,2023/01/26,2023-02-06,4228,Pending
PO25345,SKU125,ABC Traders,2024/09/15,2024-10-04,1210,Cancelled
